"","Séquentiel","SID","Heure de soumission","Heure de complétion","Heure de modification","Brouillon","Adresse IP","UID","Nom d'utilisateur","Êtes vous ...","Quel âge avez-vous ?","Vous êtes ...","Veuillez préciser votre niveau d'étude","Par votre milieu professionnel","Par votre milieu scolaire, étudiant","Par vos proches","Par hasard et au gré de vos navigations sur Internet","Par Wikipédia","Autre...19","Veuillez préciser...20","Dans le cadre scolaire à la maison (devoirs, révisions etc.)","Dans le cadre scolaire en classe (en cours, club etc.)","Pour ma culture générale","Pour le travail","Pour mon simple loisir","Autre...26","Veuillez préciser...27","Quel est votre degré de contribution ?","Qu'est ce qui vous a motivé à contribuer pour la première fois ?","Je me plais au sein de la communauté","J'ai des responsabilités","Les domaines abordés m'intéressent","J'aime contribuer au projet Vikidia","Autre...34","Veuillez préciser...35","De la patrouille","Des ajouts sur la partie technique","Des corrections orthographiques ou typographiques","Des travaux de catégorisation et d'ajout de portail","Des créations ou améliorations d'articles","De l'aide aux nouveaux utilisateurs","Autre...42","Veuillez préciser...43","Patrouilleur","Administrateur","Bureaucrate","Vérificateur d'IP","Nuker","Plus maintenant","Trouvez-vous les articles de Vikidia accessibles ?","Les articles y sont plus faciles à comprendre","Vikidia est plus adaptée à mon niveau/âge","Je préfère l'ambiance au sein de la communauté vikidienne","La communauté vikidienne est de plus petite taille","Je consulte peu Vikidia, je suis surtout contributeur","Je préfère Wikipédia","Autre...57","Veuillez préciser...58","Lorsque vous ne trouvez pas des informations sur Vikidia, où allez-vous en priorité ?","Quel est votre niveau de confiance en ce qui concerne la fiabilité des articles de Vikidia ?","Que pensez-vous des pages d'aide ?","Veuillez préciser...62","La qualité des articles","L'accessibilité des sujets traités","La qualité et la pertinence des illustrations","La diversité des sujets traités","La qualité synthaxique et typographique","Le projet Vikidia en général","Non","Il m'arrive de parler de mes découvertes sur l'encyclopédie","Je recommande le site à mes proches","Autre...72","Veuillez préciser...73","Selon vous, comment Vikidia est-elle perçue par le grand public ?","Veuillez préciser...75","Pensez vous que les Wikipédiens vous infantilisent à cause de votre contribution à Vikidia ?","Vikidia a-t-elle des répercutions positives ou négatives sur votre vie ?","Avez-vous déjà fait un don à Vikidia ?","Pourquoi ?...79","Pourquoi ?...80","En quelle année avez-vous rejoint la communauté Vikidienne ?","Comment avez-vous jugé votre accueil sur Vikidia ?","Veuillez préciser...83","Vous sentez-vous suffisamment intégré à la communauté vikidienne ?","Veuillez préciser...85","Comment évaluez vous votre participation aux canaux de discussion ?","Discord","Les Bavardages","IRC","Les pages de discussion","Autres canaux de discussion","Veuillez préciser...92","Avez-vous des points d'amélioration à suggérer pour le projet Vikidia ? (Réponse optionnelle)","Avez-vous des points d'amélioration sur le fonctionnement de l'association Vikidia ? (Réponse optionnelle)","is_contrib","activite","annee","motivations_contrib","alternatives"
"235",238,9337024,"18/08/2021 - 22:38","18/08/2021 - 22:38","18/08/2021 - 22:38",0,"0.0.0.0",0,"Anonymous","féminin","Entre 14 et 18 ans","Étudiant, élève","Études supérieures",NA,"X",NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles","X",NA,NA,NA,NA,NA,NA,NA,"Wikipedia","Les articles de Vikidia sont plutôt fiables","Je n'en ai jamais eu besoin",NA,"Très bonne","Plutôt bonne","Moyenne","Très bonne","Très bonne","Très bonne",NA,"X",NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Oui","Bonnes","Non",NA,"Je ne peux pas","2015","Bon",NA,"Oui",NA,"Quels canaux de discussion ??","X",NA,NA,NA,NA,NA,NA,NA,"0","Étudiant","2015",NA,"wikipedia"
"236",239,9338611,"19/08/2021 - 13:48","19/08/2021 - 13:48","19/08/2021 - 13:48",0,"0.0.0.0",0,"Anonymous","masculin","Entre 19 et 25 ans","Étudiant, élève","Études supérieures",NA,NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles","X",NA,NA,NA,NA,"X",NA,NA,"Wikipédia","Les articles de Vikidia sont plutôt fiables","Il existe des pages d'aide ??",NA,"Très bonne","Très bonne","Plutôt bonne","Plutôt bonne","Très bonne","Très bonne","X",NA,NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","Plutôt positive","Non",NA,"J'ai déjà fait don à Wikipédia",NA,"Bon",NA,"Oui",NA,"Je les connais mais je n'y ai jamais participé",NA,NA,NA,"X",NA,NA,NA,NA,"0","Étudiant",NA,NA,"wikipedia"
"237",240,9339389,"19/08/2021 - 16:46","19/08/2021 - 16:46","19/08/2021 - 16:46",0,"0.0.0.0",0,"Anonymous","féminin","Entre 8 et 13 ans","Étudiant, élève","Collège",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,"Consulte Vikidia pour la première fois","pour avoir de nouvelles information .","X",NA,NA,NA,NA,NA,NA,"X",NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,"X","Très accessibles","X","X",NA,"X",NA,NA,NA,NA,"Sur Wikipédia","Les articles de Vikidia sont tout à fait fiables","Elles sont suffisamment claires",NA,"Moyenne","Plutôt bonne","Plutôt mauvaise","Plutôt bonne","Moyenne","Très bonne","X",NA,NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Oui","Des fois mais plutôt positive","Non",NA,"Je n'ai pas le droit","2021","Excellent",NA,"Oui",NA,"Quels canaux de discussion ??",NA,NA,"X",NA,NA,NA,"Plus d'informations","Plus d'informations","0","Élève au collège","2021",NA,"sur wikipedia"
"238",241,9339882,"19/08/2021 - 19:20","19/08/2021 - 19:20","19/08/2021 - 19:20",0,"0.0.0.0",0,"Anonymous","masculin","Entre 8 et 13 ans","Étudiant, élève","Collège",NA,NA,"X","X",NA,NA,NA,NA,"X","X",NA,"X",NA,NA,"Contribue une fois par semaine ou plus","La communaute","X","X",NA,NA,NA,NA,"X",NA,NA,"X","X","X",NA,NA,"X","X",NA,NA,NA,NA,"Plutôt accessibles","X",NA,"X","X",NA,NA,NA,NA,"Wikipedia","Les articles de Vikidia sont plutôt fiables","Je n'en ai jamais eu besoin",NA,"Plutôt bonne","Plutôt bonne","Moyenne","Moyenne","Plutôt bonne","Plutôt bonne",NA,"X",NA,NA,NA,"Vikidia est de plus en plus connue et elle gagne en confiance",NA,"Non","Je ne comprend pas la question","Non",NA,"Car je suis un enfant","Il y a 725 jours","Excellent",NA,"Oui",NA,"Il m'arrive de répondre aux messages","X","X",NA,"X",NA,NA,NA,NA,"1","Élève au collège",NA,NA,"wikipedia"
"239",242,9340033,"19/08/2021 - 20:40","19/08/2021 - 20:40","19/08/2021 - 20:40",0,"0.0.0.0",0,"Anonymous","masculin","Entre 8 et 13 ans","Étudiant, élève","Collège",NA,NA,NA,"X","X",NA,NA,"X",NA,"X",NA,"X",NA,NA,"Consulte Vikidia pour la première fois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peu accessibles",NA,NA,NA,NA,"X","X",NA,NA,"Wikipédia","Les articles de Vikidia sont plutôt fiables","Il existe des pages d'aide ??",NA,"Plutôt bonne","Plutôt mauvaise","Moyenne","Moyenne","Moyenne","Moyenne","X",NA,NA,NA,NA,"Vikidia est peu connue, et le grand public en est méfiant",NA,"Non","posi.","Non",NA,"Parce que je ne vais pas gaspiller mon argent","2021","Bon",NA,"Oui",NA,"Quels canaux de discussion ??",NA,"X",NA,NA,NA,NA,NA,NA,"0","Élève au collège","2021",NA,"wikipedia"
"240",243,9340161,"19/08/2021 - 21:42","19/08/2021 - 21:42","19/08/2021 - 21:42",0,"0.0.0.0",0,"Anonymous","féminin","Entre 26 et 35 ans","En recherche d'emploi",NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,"X",NA,"X",NA,NA,"Consulte Vikidia pour la première fois",NA,NA,NA,NA,NA,"X","Je n'y ai pas participé",NA,NA,NA,NA,NA,NA,"X","Idem",NA,NA,NA,NA,NA,"X","Très accessibles","X",NA,NA,NA,NA,NA,"X","Je ne connais pas encore bien","Des sites officiels de préférence","Les articles de Vikidia sont tout à fait fiables","Il existe des pages d'aide ??",NA,"Très bonne","Très bonne","Très bonne","Très bonne","Très bonne","Très bonne",NA,NA,NA,"X","Pourquoi pas ?","Vikidia devrait gagner en popularité",NA,"Non","Pas plus que ça","Non",NA,"Je n'en vois pas l'intérêt","1er article aujourd'hui","Excellent",NA,"Oui",NA,"Quels canaux de discussion ??",NA,NA,NA,NA,"X","Je n'en ai pas","Pas particulièrement","Non plus","0","En recherche d'emploi",NA,NA,"des sites officiels de preference"
"241",244,9341825,"20/08/2021 - 13:35","20/08/2021 - 13:35","20/08/2021 - 13:35",0,"0.0.0.0",0,"Anonymous","masculin","Plus de 60 ans","Retraité",NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,"X","Vous avez, sur l'esplanade du temple, DEUX 3èmes lieux saints de l'islam (construits longtemps après l'Égire) je n'y reviendrai pas.","Consulte Vikidia pour la première fois","Rien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles",NA,NA,NA,NA,NA,NA,"X","Vous avez, sur l'esplanade du temple, DEUX 3èmes lieux saints de l'islam (construits longtemps après l'Égire) je n'y reviendrai pas.","partout","Je me méfie des informations que je trouve sur Vikidia","Il existe des pages d'aide ??",NA,"Moyenne","Moyenne","Moyenne","Moyenne","Moyenne","Moyenne","X",NA,NA,NA,NA,"Personne ne connaît Vikidia en dehors de la communauté",NA,"Non","Vous avez, sur l'esplanade du temple, DEUX 3èmes lieux saints de l'islam (construits longtemps après l'Égire) je n'y reviendrai pas.","Non",NA,"Vous avez, sur l'esplanade du temple, DEUX 3èmes lieux saints de l'islam (construits longtemps après l'Égire) je n'y reviendrai pas.",NA,"Bon",NA,"Non","??","Quels canaux de discussion ??",NA,NA,"X",NA,NA,NA,"Vous avez, sur l'esplanade du temple, DEUX 3èmes lieux saints de l'islam (construits longtemps après l'Égire) je n'y reviendrai pas.","Vous avez, sur l'esplanade du temple, DEUX 3èmes lieux saints de l'islam (construits longtemps après l'Égire) je n'y reviendrai pas.","0","Retraité",NA,NA,"partout"
"242",245,9342069,"20/08/2021 - 14:42","20/08/2021 - 14:42","20/08/2021 - 14:42",0,"0.0.0.0",0,"Anonymous","féminin","Entre 14 et 18 ans","Étudiant, élève","Lycée",NA,NA,NA,NA,"X",NA,NA,"X",NA,NA,NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles","X",NA,NA,NA,NA,NA,NA,NA,"Wikipédia","Les informations trouvées sur Vikidia sont à prendre avec précaution","Je n'en ai jamais eu besoin",NA,"Plutôt bonne","Très bonne","Moyenne","Plutôt bonne","Moyenne","Moyenne","X",NA,NA,NA,NA,"Vikidia est de plus en plus connue et elle gagne en confiance",NA,"Non","Led 2","Non",NA,"Je n'y ai jamais pensé","6 mois","Moyen",NA,"Oui",NA,"Je les connais mais je n'y ai jamais participé","X",NA,NA,NA,NA,NA,NA,NA,"0","Élève au lycée",NA,NA,"wikipedia"
"243",246,9342526,"20/08/2021 - 16:42","20/08/2021 - 16:42","20/08/2021 - 16:42",0,"0.0.0.0",0,"Anonymous","masculin","Entre 51 et 60 ans","En activité",NA,NA,NA,NA,NA,NA,"X","Recherche Google  sur population par pays",NA,NA,NA,NA,"X",NA,NA,"Consulte Vikidia pour la première fois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plutôt accessibles","X",NA,NA,NA,NA,NA,NA,NA,"Wikipedia","Les articles de Vikidia sont plutôt fiables","Il existe des pages d'aide ??",NA,"Plutôt bonne","Très bonne","Plutôt bonne","Plutôt bonne","Plutôt bonne","Plutôt bonne",NA,"X",NA,NA,NA,"Personne ne connaît Vikidia en dehors de la communauté",NA,"Non","Que faut il inscrire ici ?","Non",NA,"Première visite","202a","Bon",NA,"Oui",NA,"Quels canaux de discussion ??",NA,"X",NA,NA,NA,NA,"Ameliorer l'enquete.Eviter d'avoir à répondre à des questions de détails sur des questions générales dont  on repondu non ou dont on a déjà  fermé les portes par des réponses excluant les questions de détails",NA,"0","En activité",NA,NA,"wikipedia"
"244",247,9342818,"20/08/2021 - 18:19","20/08/2021 - 18:19","20/08/2021 - 18:19",0,"0.0.0.0",0,"Anonymous","féminin","Entre 36 et 50 ans","En activité",NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,"X","Je recherche une opportunité pour mon fils de 12 ansde participer à un concours sur le numérique","Consulte Vikidia mais n'y contribue pas","Me familiariser pour tomber sur une opportunité pour mon fils",NA,NA,"X",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X","Plutôt accessibles","X","X",NA,NA,NA,NA,NA,NA,"Google","Les informations trouvées sur Vikidia sont à prendre avec précaution","Je n'en ai jamais eu besoin",NA,"Plutôt bonne","Plutôt bonne","Très bonne","Plutôt bonne","Très bonne","Plutôt bonne","X",NA,NA,NA,NA,"Vikidia est de plus en plus connue et elle gagne en confiance",NA,"Non","Elle me satisfait","Non",NA,"Je n'ai que pas pour le moment","2021","Excellent",NA,"Oui",NA,"Je les connais mais je n'y ai jamais participé","X","X",NA,NA,NA,NA,"Non,bonne continuation","Non pas pour le moment","0","En activité","2021",NA,"google"
"245",248,9343390,"21/08/2021 - 03:21","21/08/2021 - 03:21","21/08/2021 - 03:21",0,"0.0.0.0",0,"Anonymous","féminin","Entre 51 et 60 ans","En activité",NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,"X",NA,"X",NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles","X","X",NA,NA,NA,NA,NA,NA,"Wikipedia","Les articles de Vikidia sont tout à fait fiables","Elles sont suffisamment claires",NA,"Très bonne","Très bonne","Plutôt bonne","Très bonne","Plutôt bonne","Très bonne",NA,NA,"X",NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","Tres positived","Non",NA,"J'ignorais que je pouvais le faire","2021","Bon",NA,"Oui",NA,"Je les connais mais je n'y ai jamais participé",NA,NA,NA,"X",NA,NA,NA,NA,"0","En activité","2021",NA,"wikipedia"
"246",249,9343525,"21/08/2021 - 08:26","21/08/2021 - 08:26","21/08/2021 - 08:26",0,"0.0.0.0",0,"Anonymous","féminin","Préfère ne pas le dire","En activité",NA,NA,NA,NA,"X",NA,NA,NA,"X",NA,"X",NA,NA,NA,NA,"A contribué une ou deux fois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plutôt accessibles","X","X",NA,NA,NA,NA,NA,NA,"Autre site","Les articles de Vikidia sont plutôt fiables","Il existe des pages d'aide ??",NA,"Plutôt bonne","Plutôt bonne","Plutôt bonne","Plutôt bonne","Plutôt bonne","Très bonne",NA,"X",NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Oui","Neant","Non",NA,"Mes revenus me forcent à faire attention au moindre euros dépensé","....","Bon",NA,"Oui",NA,"Quels canaux de discussion ??",NA,NA,NA,NA,"X","Aucune connaissance comme précisé question précédente",NA,NA,"1","En activité",NA,NA,"autre site"
"247",250,9343755,"21/08/2021 - 10:05","21/08/2021 - 10:05","21/08/2021 - 10:05",0,"0.0.0.0",0,"Anonymous","masculin","Entre 36 et 50 ans","En activité",NA,NA,NA,NA,"X","X",NA,NA,NA,NA,NA,NA,NA,"X","Pour répondre aux questions des enfants de manière simple et claire.","Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles","X",NA,NA,NA,NA,NA,NA,NA,"Wikipedia, le Monde...","Les articles de Vikidia sont plutôt fiables","Je n'en ai jamais eu besoin",NA,"Plutôt bonne","Très bonne","Moyenne","Plutôt bonne","Plutôt bonne","Plutôt bonne",NA,"X",NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","Ni l'une ni l'autre","Non",NA,"Pas encore assez utilisé","2021","Bon",NA,"Oui",NA,"Je les connais mais je n'y ai jamais participé",NA,NA,NA,NA,"X","Aucun pour le moment",NA,NA,"0","En activité","2021",NA,"wikipedia, le monde..."
"248",251,9343960,"21/08/2021 - 11:11","21/08/2021 - 11:11","21/08/2021 - 11:11",0,"0.0.0.0",0,"Anonymous","masculin","Plus de 60 ans","Retraité",NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles",NA,NA,NA,NA,NA,NA,"X","Hasard","Ailleurs","Les articles de Vikidia sont plutôt fiables","Elles sont suffisamment claires",NA,"Très bonne","Très bonne","Très bonne","Très bonne","Très bonne","Très bonne",NA,"X",NA,NA,NA,"Vikidia est de plus en plus connue et elle gagne en confiance",NA,"Non","aucune répercution notable, ni positive ni négative sur ma vie de tous les jours","Non",NA,"Trop nouveau","2021","Excellent",NA,"Non","Je précise","Quels canaux de discussion ??",NA,NA,"X",NA,NA,NA,"oui, votre questionnaire me paraît plutôt mal fichu, mais c'est vous qui voyez.","C'est un wikimedia comme un autre, peut-être plus simple, mais pourquoi pas ?","0","Retraité","2021",NA,"ailleurs"
"249",252,9343983,"21/08/2021 - 11:25","21/08/2021 - 11:25","21/08/2021 - 11:25",0,"0.0.0.0",0,"Anonymous","masculin","Entre 14 et 18 ans","Étudiant, élève","Lycée",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles","X",NA,NA,NA,NA,NA,NA,NA,"Wikipédia","Les articles de Vikidia sont tout à fait fiables","Il existe des pages d'aide ??",NA,"Très bonne","Très bonne","Plutôt bonne","Très bonne","Plutôt bonne","Très bonne","X",NA,NA,NA,NA,"Personne ne connaît Vikidia en dehors de la communauté",NA,"Non","Je ne l'utilise pas souvent mais très utile pour comprendre des sujets plus promptement que sur wikipédia qui est complet voire trop","Non",NA,"Je suis mineurs et je n'ai pas de carte de crédit mais plus tard pourquoi pas","2019","Excellent",NA,"Non","Je lis simplement les articles rien de plus","Quels canaux de discussion ??",NA,NA,NA,NA,"X","Je n'y participe pas désolé","Essayez de le promouvoir sur Wikipédia en disant """"Un peu trop long/compliqué ? On a la solution va sur vikidia""""",NA,"0","Élève au lycée","2019",NA,"wikipedia"
"250",253,9344307,"21/08/2021 - 14:21","21/08/2021 - 14:21","21/08/2021 - 14:21",0,"0.0.0.0",0,"Anonymous","préfère ne pas le dire","Entre 8 et 13 ans","Étudiant, élève","Collège",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,NA,"X",NA,NA,"Contribue plusieurs fois par mois","L'envie d'essayer","X",NA,NA,"X",NA,NA,NA,NA,"X",NA,"X","X",NA,NA,NA,NA,NA,NA,NA,"X","Moyennement accessibles","X","X","X",NA,NA,NA,NA,NA,"Wikipédia","Les articles de Vikidia sont plutôt fiables","Elles sont trop complexes",NA,"Très bonne","Plutôt bonne","Moyenne","Très bonne","Plutôt bonne","Très bonne",NA,"X",NA,NA,NA,"Vikidia est de plus en plus connue et elle gagne en confiance",NA,"Non","Positives, sinon je ne contribuerais pas.","Non",NA,"Je n'ai pas spécialement envie","2020","Bon",NA,"Oui",NA,"Je suis plutôt actif sur les canaux",NA,"X","X","X",NA,NA,NA,NA,"1","Élève au collège","2020",NA,"wikipedia"
"251",254,9344471,"21/08/2021 - 15:57","21/08/2021 - 15:57","21/08/2021 - 15:57",0,"0.0.0.0",0,"Anonymous","masculin","Entre 26 et 35 ans","En activité",NA,NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,"A contribué une ou deux fois","Une coquille ou l'absence d'un article","X",NA,"X","X",NA,NA,NA,NA,"X",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plutôt accessibles","X",NA,NA,NA,NA,NA,NA,NA,"wikipédia","Les articles de Vikidia sont plutôt fiables","Elles sont suffisamment claires",NA,"Plutôt bonne","Plutôt bonne","Plutôt bonne","Plutôt bonne","Plutôt bonne","Plutôt bonne",NA,NA,"X",NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","ça marche pas","Non",NA,"j'ai donné à la wiki fondation, ça ne suffit pas ?","2020","Excellent",NA,"Non","Je n'ai aucun contact avec la communauté, je ne connais personne qui y contribue","Quels canaux de discussion ??",NA,NA,NA,NA,"X","aucun canal",NA,NA,"1","En activité","2020",NA,"wikipedia"
"252",255,9344703,"21/08/2021 - 18:26","21/08/2021 - 18:26","21/08/2021 - 18:26",0,"0.0.0.0",0,"Anonymous","féminin","Entre 26 et 35 ans","En activité",NA,"X","X",NA,"X",NA,NA,NA,NA,"X","X","X",NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles","X",NA,NA,NA,NA,NA,NA,NA,"Google","Les articles de Vikidia sont plutôt fiables","Je n'en ai jamais eu besoin",NA,"Très bonne","Très bonne","Moyenne","Moyenne","Plutôt bonne","Très bonne",NA,"X","X",NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","Nsp","Non",NA,"Pas  pensé",NA,"Bon",NA,"Oui",NA,"Je les connais mais je n'y ai jamais participé",NA,NA,NA,"X",NA,NA,NA,NA,"0","En activité",NA,NA,"google"
"253",256,9344704,"21/08/2021 - 18:27","21/08/2021 - 18:27","21/08/2021 - 18:27",0,"0.0.0.0",0,"Anonymous","féminin","Entre 8 et 13 ans","Étudiant, élève","Collège",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,"X","recherche internet","Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plutôt accessibles",NA,NA,NA,NA,NA,"X",NA,NA,"wikipedia","Je me méfie des informations que je trouve sur Vikidia","Il existe des pages d'aide ??",NA,"Moyenne","Plutôt bonne","Moyenne","Plutôt bonne","Très bonne","Très bonne","X",NA,NA,NA,NA,"Autre","certain la connaisse et d'autre non...","Oui","bien","Non",NA,"pas d'interet","jamai","Bon",NA,"Non","je n'y suis pas","Quels canaux de discussion ??",NA,NA,NA,NA,"X","je n'y suis pas",NA,NA,"0","Élève au collège",NA,NA,"wikipedia"
"254",257,9344878,"21/08/2021 - 20:12","21/08/2021 - 20:12","21/08/2021 - 20:12",0,"0.0.0.0",0,"Anonymous","préfère ne pas le dire","Préfère ne pas le dire","Étudiant, élève",NA,NA,"X",NA,NA,NA,NA,NA,"X",NA,"X",NA,NA,NA,NA,"Consulte Vikidia pour la première fois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plutôt accessibles",NA,"X",NA,NA,NA,NA,NA,NA,"Dans le dictionnaire","Les articles de Vikidia sont plutôt fiables","Il existe des pages d'aide ??",NA,"Très bonne","Plutôt bonne","Plutôt bonne","Très bonne","Moyenne","Très bonne",NA,NA,"X",NA,NA,"Vikidia est de plus en plus connue et elle gagne en confiance",NA,"Non","Je préfère ne pas le dire","Non",NA,"Car je suis mineur","2021","Bon",NA,"Oui",NA,"Quels canaux de discussion ??",NA,NA,NA,"X",NA,NA,"Non","Non","0","Élève au collège","2021",NA,"dans le dictionnaire"
"255",258,9344976,"21/08/2021 - 21:33","21/08/2021 - 21:33","21/08/2021 - 21:33",0,"0.0.0.0",0,"Anonymous","préfère ne pas le dire","Préfère ne pas le dire","Étudiant, élève","École primaire (du CP au CM2)",NA,NA,NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,"X","Contribuer et apporter des modifications","Contribue une fois par mois ou moins","Miraculous",NA,NA,"X","X",NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X","Très accessibles",NA,NA,NA,NA,"X",NA,NA,NA,"Wikipedia","Les informations trouvées sur Vikidia sont à prendre avec précaution","Je ne les trouve pas utiles",NA,"Très bonne","Plutôt bonne","Plutôt bonne","Moyenne","Moyenne","Très bonne",NA,"X",NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","Une fois","Non",NA,"Car je suis pour le projet",NA,"Bon",NA,"Non","Moyen","Je les connais mais je n'y ai jamais participé",NA,NA,NA,"X",NA,NA,"100000000000000000/100","20/20","1","Élève en école primaire",NA,NA,"wikipedia"
"256",259,9345116,"22/08/2021 - 01:44","22/08/2021 - 01:44","22/08/2021 - 01:44",0,"0.0.0.0",0,"Anonymous","féminin","Entre 19 et 25 ans","En recherche d'emploi",NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,"Consulte Vikidia pour la première fois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles",NA,NA,NA,NA,NA,"X",NA,NA,"Wikipedia","Les articles de Vikidia sont plutôt fiables","Il existe des pages d'aide ??",NA,"Moyenne","Moyenne","Moyenne","Moyenne","Moyenne","Moyenne","X",NA,NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","Pas jusque là","Non",NA,"C est ma premiere visite",NA,"Bon",NA,"Non","Je ne suis pas membre","Quels canaux de discussion ??",NA,NA,NA,NA,"X","Au fait c est ma premiere visite",NA,NA,"0","En recherche d'emploi",NA,NA,"wikipedia"
"257",260,9345154,"22/08/2021 - 06:49","22/08/2021 - 06:49","22/08/2021 - 06:49",0,"0.0.0.0",0,"Anonymous","masculin","Entre 14 et 18 ans","Étudiant, élève","Lycée",NA,NA,NA,"X",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plutôt accessibles","X",NA,NA,NA,NA,NA,NA,NA,"France Culture","Les articles de Vikidia sont plutôt fiables","Il existe des pages d'aide ??",NA,"Plutôt bonne","Plutôt bonne","Moyenne","Moyenne","Moyenne","Très bonne",NA,"X",NA,NA,NA,"Vikidia est peu connue, et le grand public en est méfiant",NA,"Oui","Médium","Non",NA,"Pas l'argent",NA,"Moyen",NA,"Oui",NA,"Quels canaux de discussion ??","X",NA,NA,NA,NA,NA,NA,NA,"0","Élève au lycée",NA,NA,"france culture"
